actor_episodes,actor_steps,env_reset_duration_sec,env_step_duration_sec,episode_duration,episode_length,episode_return,evaluator_episodes,evaluator_steps,select_action_duration_sec,steps_per_second
129,193017,0.052312374114990234,0.04093990392355685,100.12052178382874,1651,572.0,69,106691,0.019580740989301508,16.490247263650357
129,193017,0.0689537525177002,0.03805284545802859,81.05369830131531,1357,352.0,70,108048,0.02154665495774811,16.74211130879895
133,199718,0.02393054962158203,0.039181573816584575,162.15853667259216,2756,708.0,71,110804,0.01956356774220792,16.995819236438443
136,204893,0.02003645896911621,0.04190444715426002,71.54827070236206,1136,308.0,72,111940,0.020972148633339037,15.877505362328076
136,204893,0.04560112953186035,0.03979580090030251,117.65807580947876,1977,660.0,73,113917,0.019613667455778378,16.803044548774903
138,208161,0.02199411392211914,0.038092805308098436,67.4705650806427,1163,264.0,74,115080,0.019816375250254637,17.237306416445968
138,208161,0.025846004486083984,0.03979679179990523,102.71154427528381,1701,484.0,75,116781,0.020493407588647015,16.5610927081331
139,209903,0.12225055694580078,0.040651227160742834,83.0808572769165,1366,440.0,76,118147,0.019988435602816445,16.4419468888217
141,213470,0.025075197219848633,0.04053721539714164,117.94608116149902,1962,660.0,77,120109,0.019462701499036814,16.63484260444803
144,219844,0.19526362419128418,0.04011733987491125,123.36019015312195,2015,616.0,78,122124,0.020920172045307776,16.33654828748074
146,223315,0.05601072311401367,0.03964631682781085,89.91377210617065,1503,440.0,79,123627,0.020061150758328313,16.71614621237521
146,223315,0.024916648864746094,0.0371796253732462,92.38776063919067,1618,484.0,80,125245,0.019821245384452076,17.51330542244724
150,228732,0.08118224143981934,0.04013060260217344,127.53104162216187,2095,616.0,81,127340,0.020626874413865848,16.427489536430617
152,231829,0.05016016960144043,0.04151493866782277,87.23754620552063,1394,352.0,82,128734,0.02095071297978055,15.979475335192156
153,232802,0.030823469161987305,0.03737860434573384,97.56087565422058,1689,528.0,83,130423,0.020287300440741403,17.3123981724905
155,236515,0.1186528205871582,0.040192072173680767,96.80149054527283,1598,708.0,84,132021,0.020229779734032623,16.50814115042903
158,240935,0.18249201774597168,0.03835023101254956,66.62899684906006,1134,396.0,85,133155,0.02016656844493994,17.01975483053294
158,240935,0.08126139640808105,0.04138554197935851,104.02658557891846,1683,396.0,86,134838,0.02029165255478005,16.178689654036727
160,244525,0.02300262451171875,0.038643497465299936,129.89592742919922,2191,756.0,87,137029,0.02055409530263576,16.867485857246848
163,248129,0.023261070251464844,0.04085470579960083,86.13876175880432,1394,352.0,88,138423,0.02083448358040458,16.183321220831164
166,253031,0.017331600189208984,0.03852024995827977,113.26713967323303,1975,616.0,89,140398,0.0187386906297901,17.436772193715704
166,253031,0.09897732734680176,0.03792532496891038,68.14689350128174,1163,440.0,90,141561,0.02040475048284949,17.066251682012084
168,255491,0.15788745880126953,0.040248857816060385,90.73427534103394,1500,484.0,91,143061,0.019991661071777345,16.53191122498924
168,255491,0.02193474769592285,0.03663555755797031,70.98682165145874,1259,440.0,92,144320,0.019653458174871394,17.735832000191955
169,257685,0.02224135398864746,0.04024800514430513,129.617440700531,2114,660.0,93,146434,0.020969010572334225,16.309645947183444
172,262472,0.0623927116394043,0.03900317209713151,82.04869794845581,1406,572.0,94,147840,0.019186196930886672,17.136291061704327
175,268513,0.12802791595458984,0.03746005274476983,97.8801600933075,1716,660.0,95,149556,0.019392462599249708,17.531767498637258
175,268513,0.014220714569091797,0.041064231796602235,82.92475056648254,1356,308.0,96,150912,0.01999117332925487,16.35232434333075
176,270808,0.13147473335266113,0.039454787540778836,66.14327359199524,1112,264.0,97,152024,0.019830617330057157,16.812152499549224
177,272149,0.10742712020874023,0.03828291635684853,88.57356429100037,1501,660.0,98,153525,0.020571460094871243,16.94649251538227
178,273898,0.12801742553710938,0.037297277779617354,91.75548052787781,1623,440.0,99,155148,0.01903505642621222,17.688485212552667
180,276796,0.12741351127624512,0.037784918482080466,94.06300139427185,1624,440.0,100,156772,0.01997375605728826,17.265161397386215
183,282899,0.07402873039245605,0.04006619868550352,78.05837893486023,1298,528.0,101,158070,0.01991665142893975,16.628714355386602
184,284196,0.11873126029968262,0.038830566278753434,108.7572774887085,1870,660.0,102,159940,0.01918845533687163,17.194380355371422
185,285443,0.09157729148864746,0.03910718645368304,54.37816643714905,896,264.0,103,160836,0.021388313866087368,16.47737044889042
187,288956,0.04434370994567871,0.03905531031913852,95.84921407699585,1612,528.0,104,162448,0.020280999374153005,16.81821802262068
187,288956,0.04677414894104004,0.03691021915215195,81.66243982315063,1418,660.0,105,163866,0.020522779066572742,17.369768680758906
188,290672,0.037783145904541016,0.038370225953717606,82.52370858192444,1410,572.0,106,165276,0.020053986116503993,17.086134869522716
189,292411,0.023336410522460938,0.03850894506862763,56.8110556602478,967,220.0,107,166243,0.020137653232483732,17.02148869104304
192,296899,0.04005551338195801,0.03993297824979794,66.85760474205017,1111,660.0,108,167354,0.020129904030251354,16.61754375073934
194,301040,0.04987382888793945,0.04021828794445955,87.3741226196289,1427,484.0,109,168781,0.020898203458832792,16.33217501221283
195,302795,0.13932132720947266,0.03978894227141634,78.01197338104248,1308,660.0,110,170089,0.019635684081902926,16.766811757469934
195,302795,0.06699323654174805,0.03880589699759796,96.89217019081116,1631,660.0,111,171720,0.020470796809614545,16.83329115030329
195,302795,0.024311304092407227,0.040435938708550105,61.62351703643799,1017,264.0,112,172737,0.0200540480243304,16.503610479852423
199,308901,0.09643435478210449,0.039903867372037854,107.53584456443787,1779,660.0,113,174516,0.02038948357674833,16.543446004596685
201,312251,0.03957939147949219,0.036549213110843554,120.23238897323608,2140,660.0,114,176656,0.019528949483532773,17.799000810902786
202,314662,0.04616951942443848,0.0397863477768567,114.26556038856506,1887,660.0,115,178543,0.020646273931878296,16.514290432981312
205,319740,0.04022026062011719,0.03920619946029318,95.35520362854004,1592,440.0,116,180135,0.02058787097283943,16.69559029423096
205,319740,0.21709442138671875,0.038957772678273814,133.03369069099426,2219,708.0,117,182354,0.020815664607697428,16.680116374556547
206,321140,0.0221099853515625,0.03876361195833513,92.56257247924805,1516,528.0,118,183870,0.022202574011518334,16.378259869278118
210,328176,0.023920536041259766,0.03867095143063442,105.564612865448,1812,616.0,119,185682,0.019484835613115998,17.164965213164837
211,329860,0.055094242095947266,0.03829921515246902,78.10713791847229,1335,708.0,120,187017,0.020082232121671182,17.092039538299574
213,334107,0.015525102615356445,0.03935440635800885,95.02958679199219,1593,572.0,121,188610,0.020213404019075,16.76333738778785
215,336565,0.02818894386291504,0.0356269456587263,89.8512864112854,1637,616.0,122,190247,0.019170550507747623,18.219175046435165
216,337988,0.09790611267089844,0.03837833645759452,66.60204982757568,1107,396.0,123,191354,0.02158774420713237,16.6212346465679
218,341019,0.04665350914001465,0.03894890990604794,89.89449644088745,1523,804.0,124,192877,0.0199472564501897,16.94221717639279
219,341946,0.014189004898071289,0.038466822538253065,68.67989325523376,1165,528.0,125,194042,0.0203864138525443,16.96289307984842
222,346256,0.04748797416687012,0.0359184540556429,86.80419421195984,1598,572.0,126,195640,0.018272489122813276,18.417668412980962
222,346256,0.12923908233642578,0.039821583312004805,124.08849954605103,2048,660.0,127,197688,0.020577677409164608,16.504473356373126
224,348520,0.10037779808044434,0.040220779248577705,89.78759670257568,1489,660.0,128,199177,0.0199112246867552,16.583726479481168
227,354784,0.13791394233703613,0.03730527168586405,124.96699261665344,2173,660.0,129,201350,0.02006340564476747,17.388726107223704
227,354784,0.08986258506774902,0.03982699384134283,56.78127098083496,945,308.0,130,202295,0.020084160597866805,16.642966540678497
229,358154,0.11982011795043945,0.03726481003589208,50.52868580818176,859,308.0,131,203154,0.021290076903053436,17.000398337668305
230,360019,0.040314674377441406,0.03899531685046478,55.41849994659424,937,264.0,132,204091,0.020024787654489947,16.90784925529644
233,364127,0.036951541900634766,0.03821762599384951,75.83271527290344,1294,804.0,133,205385,0.020280864544592832,17.064003614125966
234,365313,0.020382165908813477,0.037178030103264634,104.81325387954712,1817,660.0,134,207202,0.02037220822629787,17.335737078936642
236,367880,0.025830507278442383,0.03815565680369678,92.09747505187988,1578,756.0,135,208780,0.02011489460223528,17.13414490813042
237,368778,0.12335896492004395,0.03885595781948351,77.06820273399353,1297,528.0,136,210077,0.020392410003320934,16.82937866566203
240,372917,0.050902366638183594,0.037967091424773856,72.82778549194336,1259,484.0,137,211336,0.019763223702610248,17.28749291951933
242,375305,0.046483755111694336,0.03974654465246939,104.59476661682129,1743,616.0,138,213079,0.02015204369440478,16.66443732183356
245,379617,0.03261208534240723,0.03816428343703738,111.57314682006836,1917,804.0,139,214996,0.01994154859969687,17.18166511912001
246,380962,0.09682154655456543,0.038534891605377194,96.28873491287231,1640,660.0,140,216636,0.019979200421310052,17.032232218526694
248,383676,0.1393892765045166,0.03811964627579891,75.07527208328247,1294,572.0,141,217930,0.0197059625451679,17.23617933155102
249,384947,0.014106512069702148,0.0381778741446067,59.89226770401001,1016,220.0,142,218946,0.020631305110736155,16.96396582136248
251,387567,0.134505033493042,0.03878582488432328,75.65620279312134,1273,528.0,143,220219,0.020462919386558802,16.826237425293467
253,389756,0.10402393341064453,0.03796190953035967,88.64487171173096,1526,616.0,144,221745,0.01997013032670727,17.214901740619815
254,391360,0.04545283317565918,0.03721242456049934,55.851149797439575,963,308.0,145,222708,0.020659936675153912,17.242415805475012
256,393464,0.1485915184020996,0.037755312789766945,76.67093515396118,1322,660.0,146,224030,0.020044555462073992,17.2426688818569
256,393464,0.06709146499633789,0.03854046647152418,63.834498167037964,1077,352.0,147,225107,0.020511800974967197,16.87192480316052
258,396634,0.16532516479492188,0.03849510471129853,88.58161616325378,1532,660.0,148,226639,0.01913260355319429,17.29494342794065
263,402160,0.025408506393432617,0.03949798358383999,55.226353883743286,930,132.0,149,227569,0.01975185409668953,16.83994933815272
264,403700,0.052341461181640625,0.038165632451936625,102.13836288452148,1767,660.0,150,229336,0.019526618580799286,17.300191366337668
264,403700,0.1185598373413086,0.0401517703042175,94.6349310874939,1549,572.0,151,230885,0.020788066074723503,16.368274784630895
267,407023,0.0450284481048584,0.03535999346563456,72.24131417274475,1338,440.0,152,232223,0.01852441867548967,18.521406653884096
269,409733,0.08576750755310059,0.03912699653701368,65.97745871543884,1106,660.0,153,233329,0.02035539210597171,16.76343294174174
271,412230,0.17346549034118652,0.041199314927417484,100.20511627197266,1646,900.0,154,234975,0.01948525694132141,16.426435399922045
272,413922,0.023450374603271484,0.038187023261416826,70.77000951766968,1219,660.0,155,236194,0.019772419291896052,17.224984081855744
273,414819,0.11643290519714355,0.03623667720970249,93.00110816955566,1673,708.0,156,237867,0.01920634803840377,17.98917536808964
275,417844,0.07546615600585938,0.04007125343441425,119.05830788612366,1993,1092.0,157,239860,0.019523832586262613,16.739829183189006
276,419799,0.07671809196472168,0.039678813749447706,98.77987146377563,1661,660.0,158,241521,0.019668010542867844,16.815283980685965
281,427146,0.022330522537231445,0.03852728778169355,115.59540319442749,1965,948.0,159,243486,0.020207254031232295,16.99906611440727
282,428461,0.024248600006103516,0.04003363618303825,76.79739236831665,1273,616.0,160,244759,0.020196982658667914,16.57621801494593
285,432612,0.023334980010986328,0.039287000015133716,73.6168098449707,1220,660.0,161,245979,0.020958115820024836,16.572413301384767
287,434521,0.022268056869506836,0.0390136130815427,79.875905752182,1352,660.0,162,247331,0.019962848643579428,16.926388613396373
289,436509,0.12562274932861328,0.03903345567270825,68.34205603599548,1138,572.0,163,248469,0.020834527241953227,16.651658456697195
290,437966,0.029080867767333984,0.03885002632935842,71.04789876937866,1200,660.0,164,249669,0.0202459325393041,16.89016265710869
291,438768,0.08025813102722168,0.041019523083050506,71.5790855884552,1178,396.0,165,250847,0.019555007257769184,16.457559234324687
294,442759,0.041576385498046875,0.03508944979541378,48.75533199310303,876,352.0,166,251723,0.02044605065698493,17.967420427392593
294,442759,0.03425931930541992,0.037990702680809785,87.92674708366394,1512,1092.0,167,253235,0.020057676330445303,17.19626994612775
297,446795,0.09530830383300781,0.03931992106754295,89.1491129398346,1491,660.0,168,254726,0.020330840673005317,16.724904849918577
297,446795,0.09131836891174316,0.03860053706350373,84.37606883049011,1447,660.0,169,256173,0.019557941017599046,17.149581315407726
302,453563,0.15695595741271973,0.03900269994699769,109.29786920547485,1857,948.0,170,258030,0.019678014545717996,16.9903881881718
302,453563,0.10980510711669922,0.04082428330605654,74.88726115226746,1227,660.0,171,259257,0.020023578925159956,16.384768922800436
304,455883,0.1556401252746582,0.03951750658795248,84.84691548347473,1413,708.0,172,260670,0.020338138113271575,16.653641594967134
304,455883,0.015297174453735352,0.037306121250698876,94.32383227348328,1634,900.0,173,262304,0.02028653248141416,17.32344364308642
306,458835,0.0249481201171875,0.04096140184632121,49.351900815963745,789,264.0,174,263093,0.021418485351388444,15.98737430110435
307,460362,0.08034372329711914,0.038442195538204355,104.79659819602966,1772,948.0,175,264865,0.020515900702293515,16.90910580384474
309,463396,0.11596488952636719,0.040694153510392565,94.63803434371948,1538,756.0,176,266403,0.020664257097926346,16.251525229470328
310,465319,0.14607501029968262,0.03906445146132146,65.12506675720215,1135,572.0,177,267538,0.018110456970819817,17.428177947471077
313,470699,0.056208133697509766,0.037996089519331006,79.63272547721863,1371,660.0,178,268909,0.019948253833317216,17.216687378830265
316,474570,0.10695385932922363,0.0390166257167309,129.51337885856628,2189,852.0,179,271098,0.020024280125499044,16.901843009578766
318,476316,0.022279024124145508,0.03659824398378449,80.32232618331909,1446,948.0,180,272544,0.018857842494178444,18.002619766456743
319,478005,0.05145716667175293,0.03887693795047669,82.75128197669983,1426,660.0,181,273970,0.0190404379351109,17.232495882629237
321,481078,0.11335134506225586,0.03980217968739794,107.90270805358887,1794,852.0,182,275764,0.020198206173270575,16.626206597242785
325,485394,0.05779004096984863,0.038626515056531335,79.86103439331055,1356,708.0,183,277120,0.020148907439195302,16.979624696569854
325,485394,0.02426314353942871,0.03798009295470564,78.51114869117737,1362,660.0,184,278482,0.01957015336522622,17.347996942273298
327,488724,0.07090449333190918,0.03748466393777302,65.64890956878662,1120,660.0,185,279602,0.020980917981692722,17.06060613357132
329,490979,0.024084806442260742,0.038631123445165436,73.55213475227356,1270,660.0,186,280872,0.019189198373809575,17.266794727706184
331,493260,0.02076411247253418,0.038398552395770585,74.90599966049194,1258,572.0,187,282130,0.021052635530978206,16.794507507448216
331,493260,0.022762060165405273,0.033447250858083505,45.704986810684204,888,484.0,188,283018,0.017915386874396522,19.429172652652827
333,495972,0.025130748748779297,0.04029095749369145,70.90753817558289,1158,660.0,189,284176,0.02084440662041435,16.331267911043465
334,497064,0.06770014762878418,0.0395943883024616,77.31727075576782,1296,616.0,190,285472,0.01992842518253091,16.762244780380275
336,499664,0.04005908966064453,0.03852350113543678,78.6150050163269,1335,660.0,191,286807,0.020242377613367658,16.98162917475053
339,503668,0.15055179595947266,0.033732619199118734,78.31037306785583,1489,660.0,192,288296,0.018676561185223213,19.01423604353672
340,505013,0.14502358436584473,0.040129800201334796,91.007399559021,1503,948.0,193,289799,0.020240032744264887,16.515276852477815
342,507714,0.0533144474029541,0.03949181660308707,69.29454159736633,1169,660.0,194,290968,0.019662408771629104,16.870146232356227
342,507714,0.021612167358398438,0.038859852085029505,80.06204986572266,1362,756.0,195,292330,0.019811476029663534,17.011951959263573
342,507714,0.10495162010192871,0.03533118602332719,59.926347732543945,1090,660.0,196,293420,0.019464452988510832,18.189186332039167
346,513250,0.1402294635772705,0.04202283533993146,55.880558013916016,906,352.0,197,294326,0.0194238397985631,16.21327312116119
350,518734,0.07136297225952148,0.04011163675355278,95.6066312789917,1581,1044.0,198,295907,0.020209131626898847,16.536624039729706
350,518734,0.1256849765777588,0.040966349645377764,93.52343320846558,1530,996.0,199,297437,0.019988832442589057,16.359657950021276
350,518734,0.21846389770507812,0.03781256824731827,64.81492114067078,1120,804.0,200,298557,0.019786202268941063,17.280115434905476
354,523177,0.030029773712158203,0.0397485792116761,103.57246494293213,1719,852.0,201,300276,0.02040069626125227,16.597203369494384
356,525592,0.06665539741516113,0.038744496409251414,96.43663740158081,1661,1380.0,202,301937,0.01918589128635505,17.22387651609447
357,527073,0.02813243865966797,0.03856105480568694,72.3068311214447,1222,660.0,203,303159,0.020502848437882096,16.900340540524216
359,529340,0.0433652400970459,0.03948580913899599,86.91977047920227,1447,708.0,204,304606,0.02047458812131005,16.647674496677965
361,532727,0.05382513999938965,0.0404636951502908,60.78277230262756,1015,660.0,205,305621,0.01922460518447049,16.69897889829308
363,535311,0.11028885841369629,0.03931955820501107,85.32916021347046,1398,948.0,206,307019,0.021516203539224822,16.383733658120914
363,535311,0.05515265464782715,0.036867231264643405,73.98398089408875,1334,708.0,207,308353,0.01847679396976774,18.03107924677456
366,539929,0.04425215721130371,0.04038131901995036,163.61315941810608,2707,1236.0,208,311060,0.01992935565374943,16.545237468564505
367,541358,0.04551076889038086,0.04017734163803674,52.041954040527344,852,264.0,209,311912,0.02076850026985849,16.371543149583616
368,542519,0.0522611141204834,0.03849913310846484,69.70592832565308,1206,756.0,210,313118,0.01914453862318352,17.301397620075704
370,546780,0.049139976501464844,0.040292785270882085,131.60469484329224,2195,1140.0,211,315313,0.01956245513603193,16.67900826683563
371,548266,0.047556161880493164,0.039310686644154914,94.29938316345215,1579,900.0,212,316892,0.020303901801613632,16.744675591534243
374,553711,0.0942535400390625,0.038654959434038634,107.98990559577942,1848,1380.0,213,318740,0.019634277273566175,17.112836921058463
378,559593,0.08744168281555176,0.039237806783640125,116.38768649101257,1959,948.0,214,320699,0.02004805750357612,16.83180238574874
379,560739,0.028585433959960938,0.04011262280959882,92.40625429153442,1516,852.0,215,322215,0.020745999108518334,16.40592544969122
379,560739,0.06533670425415039,0.03772354395025306,65.23355865478516,1152,616.0,216,323367,0.01874467854698499,17.65977206128611
383,566803,0.15656161308288574,0.0397065525372979,122.18906879425049,2039,1092.0,217,325406,0.020043643682011208,16.68737265874269
384,568377,0.044916391372680664,0.041316595063152085,82.95428562164307,1328,900.0,218,326734,0.02102330632238503,16.008916328653402
385,570041,0.12770557403564453,0.04034063352955331,83.223956823349,1390,616.0,219,328124,0.019364858874314123,16.70204344287232
386,571438,0.04540753364562988,0.035654898007710774,83.44788336753845,1500,996.0,220,329624,0.019839489618937174,17.98288705458887
388,574764,0.21976923942565918,0.03908445770307331,83.57808661460876,1398,660.0,221,331022,0.020458773993627197,16.727007887677555
391,579236,0.0902872085571289,0.03944912783905242,120.11127424240112,2012,948.0,222,333034,0.02012623233302213,16.75125874233286
393,582101,0.15680384635925293,0.03754151089736594,116.73517322540283,2038,1140.0,223,335072,0.01958026841531441,17.4584600154559
395,584629,0.03615236282348633,0.03961689683273285,59.76163935661316,994,616.0,224,336066,0.020347382940756723,16.632883467644902
396,586010,0.03451728820800781,0.04018154294060651,82.47999405860901,1369,900.0,225,337435,0.019941217800054,16.59810093400213
398,588519,0.042923688888549805,0.037753717950049864,94.00456929206848,1645,660.0,226,339080,0.019270993728405798,17.499297790348933
400,591265,0.0176544189453125,0.036985849256569385,61.255199670791626,1062,572.0,227,340142,0.02059965910435621,17.337458638442634
402,593878,0.12338709831237793,0.04059144064072133,73.69069528579712,1214,756.0,228,341356,0.019866839861359196,16.474405995768286
404,596388,0.036716461181640625,0.038946187839586546,72.73177194595337,1215,660.0,229,342571,0.020757734235912685,16.705366918098193
